iter	RMSE
577	4.002966042e-15
578	4.002966042e-15
579	4.002966042e-15
580	4.002966042e-15
581	4.002966042e-15
582	4.002966042e-15
583	4.002966042e-15
584	4.002966042e-15
585	4.002966042e-15
586	4.002966042e-15
587	4.002966042e-15
588	4.002966042e-15
589	4.002966042e-15
590	4.002966042e-15
591	4.002966042e-15
592	4.002966042e-15
593	4.002966042e-15
594	4.002966042e-15
595	4.002966042e-15
596	4.002966042e-15
597	4.002966042e-15
598	4.002966042e-15
599	4.002966042e-15
600	4.002966042e-15
601	4.002966042e-15
602	4.002966042e-15
603	4.002966042e-15
604	4.002966042e-15
605	4.002966042e-15
606	4.002966042e-15
607	4.002966042e-15
608	4.002966042e-15
609	4.002966042e-15
610	4.002966042e-15
611	4.002966042e-15
612	4.002966042e-15
613	4.002966042e-15
614	4.002966042e-15
615	4.002966042e-15
616	4.002966042e-15
617	4.002966042e-15
618	4.002966042e-15
619	4.002966042e-15
620	4.002966042e-15
621	4.002966042e-15
622	4.002966042e-15
623	4.002966042e-15
624	4.002966042e-15
625	4.002966042e-15
626	4.002966042e-15
627	4.002966042e-15
628	4.002966042e-15
629	4.002966042e-15
630	4.002966042e-15
631	4.002966042e-15
632	4.002966042e-15
633	4.002966042e-15
634	4.002966042e-15
635	4.002966042e-15
636	4.002966042e-15
637	4.002966042e-15
638	4.002966042e-15
639	4.002966042e-15
640	4.002966042e-15
641	4.002966042e-15
642	4.002966042e-15
643	4.002966042e-15
644	4.002966042e-15
645	4.002966042e-15
646	4.002966042e-15
647	4.002966042e-15
648	4.002966042e-15
649	4.002966042e-15
650	4.002966042e-15
651	4.002966042e-15
652	4.002966042e-15
653	4.002966042e-15
654	4.002966042e-15
655	4.002966042e-15
656	4.002966042e-15
657	4.002966042e-15
658	4.002966042e-15
659	4.002966042e-15
660	4.002966042e-15
661	4.002966042e-15
662	4.002966042e-15
663	4.002966042e-15
664	4.002966042e-15
665	4.002966042e-15
666	4.002966042e-15
667	4.002966042e-15
668	4.002966042e-15
669	4.002966042e-15
670	4.002966042e-15
671	4.002966042e-15
672	4.002966042e-15
673	4.002966042e-15
674	4.002966042e-15
675	4.002966042e-15
676	4.002966042e-15
677	4.002966042e-15
678	4.002966042e-15
679	4.002966042e-15
680	4.002966042e-15
681	4.002966042e-15
682	4.002966042e-15
683	4.002966042e-15
684	4.002966042e-15
685	4.002966042e-15
686	4.002966042e-15
687	4.002966042e-15
688	4.002966042e-15
689	4.002966042e-15
690	4.002966042e-15
691	4.002966042e-15
692	4.002966042e-15
693	4.002966042e-15
694	4.002966042e-15
695	4.002966042e-15
696	4.002966042e-15
697	4.002966042e-15
698	4.002966042e-15
699	4.002966042e-15
700	4.002966042e-15
701	4.002966042e-15
702	4.002966042e-15
703	4.002966042e-15
704	4.002966042e-15
705	4.002966042e-15
706	4.002966042e-15
707	4.002966042e-15
708	4.002966042e-15
709	4.002966042e-15
710	4.002966042e-15
711	4.002966042e-15
712	4.002966042e-15
713	4.002966042e-15
714	4.002966042e-15
715	4.002966042e-15
716	4.002966042e-15
717	4.002966042e-15
718	4.002966042e-15
719	4.002966042e-15
720	4.002966042e-15
721	4.002966042e-15
722	4.002966042e-15
723	4.002966042e-15
724	4.002966042e-15
725	4.002966042e-15
726	4.002966042e-15
727	4.002966042e-15
728	4.002966042e-15
729	4.002966042e-15
730	4.002966042e-15
731	4.002966042e-15
732	4.002966042e-15
733	4.002966042e-15
734	4.002966042e-15
735	4.002966042e-15
736	4.002966042e-15
737	4.002966042e-15
738	4.002966042e-15
739	4.002966042e-15
740	4.002966042e-15
741	4.002966042e-15
742	4.002966042e-15
743	4.002966042e-15
744	4.002966042e-15
745	4.002966042e-15
746	4.002966042e-15
747	4.002966042e-15
748	4.002966042e-15
749	4.002966042e-15
750	4.002966042e-15
751	4.002966042e-15
752	4.002966042e-15
753	4.002966042e-15
754	4.002966042e-15
755	4.002966042e-15
756	4.002966042e-15
757	4.002966042e-15
758	4.002966042e-15
759	4.002966042e-15
760	4.002966042e-15
761	4.002966042e-15
762	4.002966042e-15
763	4.002966042e-15
764	4.002966042e-15
765	4.002966042e-15
766	4.002966042e-15
767	4.002966042e-15
768	4.002966042e-15
769	4.002966042e-15
770	4.002966042e-15
771	4.002966042e-15
772	4.002966042e-15
773	4.002966042e-15
774	4.002966042e-15
775	4.002966042e-15
776	4.002966042e-15
777	4.002966042e-15
778	4.002966042e-15
779	4.002966042e-15
780	4.002966042e-15
781	4.002966042e-15
782	4.002966042e-15
783	4.002966042e-15
784	4.002966042e-15
785	4.002966042e-15
786	4.002966042e-15
787	4.002966042e-15
788	4.002966042e-15
789	4.002966042e-15
790	4.002966042e-15
791	4.002966042e-15
792	4.002966042e-15
793	4.002966042e-15
794	4.002966042e-15
795	4.002966042e-15
796	4.002966042e-15
797	4.002966042e-15
798	4.002966042e-15
799	4.002966042e-15
800	4.002966042e-15
801	4.002966042e-15
802	4.002966042e-15
803	4.002966042e-15
804	4.002966042e-15
805	4.002966042e-15
806	4.002966042e-15
807	4.002966042e-15
808	4.002966042e-15
809	4.002966042e-15
810	4.002966042e-15
811	4.002966042e-15
812	4.002966042e-15
813	4.002966042e-15
814	4.002966042e-15
815	4.002966042e-15
816	4.002966042e-15
817	4.002966042e-15
818	4.002966042e-15
819	4.002966042e-15
820	4.002966042e-15
821	4.002966042e-15
822	4.002966042e-15
823	4.002966042e-15
824	4.002966042e-15
825	4.002966042e-15
826	4.002966042e-15
827	4.002966042e-15
828	4.002966042e-15
829	4.002966042e-15
830	4.002966042e-15
831	4.002966042e-15
832	4.002966042e-15
833	4.002966042e-15
834	4.002966042e-15
835	4.002966042e-15
836	4.002966042e-15
837	4.002966042e-15
838	4.002966042e-15
839	4.002966042e-15
840	4.002966042e-15
841	4.002966042e-15
842	4.002966042e-15
843	4.002966042e-15
844	4.002966042e-15
845	4.002966042e-15
846	4.002966042e-15
847	4.002966042e-15
848	4.002966042e-15
849	4.002966042e-15
850	4.002966042e-15
851	4.002966042e-15
852	4.002966042e-15
853	4.002966042e-15
854	4.002966042e-15
855	4.002966042e-15
856	4.002966042e-15
857	4.002966042e-15
858	4.002966042e-15
859	4.002966042e-15
860	4.002966042e-15
861	4.002966042e-15
862	4.002966042e-15
863	4.002966042e-15
864	4.002966042e-15
865	4.002966042e-15
866	4.002966042e-15
867	4.002966042e-15
868	4.002966042e-15
869	4.002966042e-15
870	4.002966042e-15
871	4.002966042e-15
872	4.002966042e-15
873	4.002966042e-15
874	4.002966042e-15
875	4.002966042e-15
876	4.002966042e-15
877	4.002966042e-15
878	4.002966042e-15
879	4.002966042e-15
880	4.002966042e-15
881	4.002966042e-15
882	4.002966042e-15
883	4.002966042e-15
884	4.002966042e-15
885	4.002966042e-15
886	4.002966042e-15
887	4.002966042e-15
888	4.002966042e-15
889	4.002966042e-15
890	4.002966042e-15
891	4.002966042e-15
892	4.002966042e-15
893	4.002966042e-15
894	4.002966042e-15
895	4.002966042e-15
896	4.002966042e-15
897	4.002966042e-15
898	4.002966042e-15
899	4.002966042e-15
900	4.002966042e-15
901	4.002966042e-15
902	4.002966042e-15
903	4.002966042e-15
904	4.002966042e-15
905	4.002966042e-15
906	4.002966042e-15
907	4.002966042e-15
908	4.002966042e-15
909	4.002966042e-15
910	4.002966042e-15
911	4.002966042e-15
912	4.002966042e-15
913	4.002966042e-15
914	4.002966042e-15
915	4.002966042e-15
916	4.002966042e-15
917	4.002966042e-15
918	4.002966042e-15
919	4.002966042e-15
920	4.002966042e-15
921	4.002966042e-15
922	4.002966042e-15
923	4.002966042e-15
924	4.002966042e-15
925	4.002966042e-15
926	4.002966042e-15
927	4.002966042e-15
928	4.002966042e-15
929	4.002966042e-15
930	4.002966042e-15
931	4.002966042e-15
932	4.002966042e-15
933	4.002966042e-15
934	4.002966042e-15
935	4.002966042e-15
936	4.002966042e-15
937	4.002966042e-15
938	4.002966042e-15
939	4.002966042e-15
940	4.002966042e-15
941	4.002966042e-15
942	4.002966042e-15
943	4.002966042e-15
944	4.002966042e-15
945	4.002966042e-15
946	4.002966042e-15
947	4.002966042e-15
948	4.002966042e-15
949	4.002966042e-15
950	4.002966042e-15
951	4.002966042e-15
952	4.002966042e-15
953	4.002966042e-15
954	4.002966042e-15
955	4.002966042e-15
956	4.002966042e-15
957	4.002966042e-15
958	4.002966042e-15
959	4.002966042e-15
960	4.002966042e-15
961	4.002966042e-15
962	4.002966042e-15
963	4.002966042e-15
964	4.002966042e-15
965	4.002966042e-15
966	4.002966042e-15
967	4.002966042e-15
968	4.002966042e-15
969	4.002966042e-15
970	4.002966042e-15
971	4.002966042e-15
972	4.002966042e-15
973	4.002966042e-15
974	4.002966042e-15
975	4.002966042e-15
976	4.002966042e-15
977	4.002966042e-15
978	4.002966042e-15
979	4.002966042e-15
980	4.002966042e-15
981	4.002966042e-15
982	4.002966042e-15
983	4.002966042e-15
984	4.002966042e-15
985	4.002966042e-15
986	4.002966042e-15
987	4.002966042e-15
988	4.002966042e-15
989	4.002966042e-15
990	4.002966042e-15
991	4.002966042e-15
992	4.002966042e-15
993	4.002966042e-15
994	4.002966042e-15
995	4.002966042e-15
996	4.002966042e-15
997	4.002966042e-15
998	4.002966042e-15
999	4.002966042e-15
